AdaRealmPlot184,-31,64
AdaRealmPlot185,-32,64
AdaRealmPlot186,-32,63
AdaRealmPlot187,-31,63
AdaRealmPlot188,-30,63
AdaRealmPlot189,-29,63
AdaRealmPlot190,-29,62
AdaRealmPlot191,-30,62
AdaRealmPlot192,-31,62
AdaRealmPlot193,-32,62
AdaRealmPlot194,-32,61
AdaRealmPlot195,-31,60
AdaRealmPlot196,-30,60
AdaRealmPlot197,-29,61
AdaRealmPlot198,-28,61
AdaRealmPlot199,-27,60
AdaRealmPlot200,-27,59
AdaRealmPlot201,-27,58
AdaRealmPlot202,-28,58
AdaRealmPlot203,-29,58
AdaRealmPlot204,-29,59
AdaRealmPlot205,-30,59
AdaRealmPlot206,-31,59
AdaRealmPlot207,-31,61
AdaRealmPlot208,-30,61
AdaRealmPlot209,-28,60
AdaRealmPlot210,-28,59
AdaRealmPlot211,-29,60
AdaRealmPlot212,-28,57
AdaRealmPlot213,-27,56
AdaRealmPlot214,-25,56
AdaRealmPlot215,-24,56
AdaRealmPlot216,-23,56
AdaRealmPlot217,-22,56
AdaRealmPlot218,-21,56
AdaRealmPlot219,-20,56
AdaRealmPlot220,-19,56
AdaRealmPlot221,-18,56
AdaRealmPlot222,-17,56
AdaRealmPlot223,-17,57
AdaRealmPlot224,-16,57
AdaRealmPlot225,-16,58
AdaRealmPlot226,-15,59
AdaRealmPlot227,-15,61
AdaRealmPlot228,-16,67
AdaRealmPlot229,-16,68
AdaRealmPlot230,-16,69
AdaRealmPlot231,-16,70
AdaRealmPlot232,-16,71
AdaRealmPlot233,-17,71
AdaRealmPlot234,-17,70
AdaRealmPlot235,-17,69
AdaRealmPlot236,-16,66
AdaRealmPlot237,-16,65
AdaRealmPlot238,-16,64
AdaRealmPlot239,-16,63
AdaRealmPlot240,-16,62
AdaRealmPlot241,-16,61
AdaRealmPlot242,-15,60
AdaRealmPlot243,-16,59
AdaRealmPlot244,-17,59
AdaRealmPlot245,-17,58
AdaRealmPlot246,-18,57
AdaRealmPlot247,-19,57
AdaRealmPlot248,-20,57
AdaRealmPlot249,-22,57
AdaRealmPlot250,-24,57
AdaRealmPlot251,-25,57
AdaRealmPlot252,-26,57
AdaRealmPlot253,-26,58
AdaRealmPlot254,-26,59
AdaRealmPlot255,-26,60
AdaRealmPlot256,-26,61
AdaRealmPlot257,-27,61
AdaRealmPlot258,-27,62
AdaRealmPlot259,-28,62
AdaRealmPlot260,-28,63
AdaRealmPlot261,-28,64
AdaRealmPlot262,-29,64
AdaRealmPlot263,-29,65
AdaRealmPlot264,-29,66
AdaRealmPlot265,-27,67
AdaRealmPlot266,-27,66
AdaRealmPlot267,-27,65
AdaRealmPlot268,-28,65
AdaRealmPlot269,-28,66
AdaRealmPlot270,-27,68
AdaRealmPlot271,-26,68
AdaRealmPlot272,-26,69
AdaRealmPlot273,-26,70
AdaRealmPlot274,-27,69
AdaRealmPlot275,-25,69
AdaRealmPlot276,-25,70
AdaRealmPlot277,-24,70
AdaRealmPlot278,-23,70
AdaRealmPlot279,-22,70
AdaRealmPlot280,-19,70
AdaRealmPlot281,-18,69
AdaRealmPlot282,-19,69
AdaRealmPlot283,-20,69
AdaRealmPlot284,-21,69
AdaRealmPlot285,-23,69
AdaRealmPlot286,-24,69
AdaRealmPlot287,-22,69
AdaRealmPlot288,-21,68
AdaRealmPlot289,-20,68
AdaRealmPlot290,-19,68
AdaRealmPlot291,-18,68
AdaRealmPlot292,-17,67
AdaRealmPlot293,-18,67
AdaRealmPlot294,-20,67
AdaRealmPlot295,-21,67
AdaRealmPlot296,-22,67
AdaRealmPlot297,-22,68
AdaRealmPlot298,-23,68
AdaRealmPlot299,-24,68
AdaRealmPlot300,-25,68
AdaRealmPlot301,-25,67
AdaRealmPlot302,-26,67
AdaRealmPlot303,-26,66
AdaRealmPlot304,-26,65
AdaRealmPlot305,-27,64
AdaRealmPlot306,-27,63
AdaRealmPlot307,-26,63
AdaRealmPlot308,-26,62
AdaRealmPlot309,-25,61
AdaRealmPlot310,-25,60
AdaRealmPlot311,-25,59
AdaRealmPlot312,-25,58
AdaRealmPlot313,-24,58
AdaRealmPlot314,-22,58
AdaRealmPlot315,-21,58
AdaRealmPlot316,-20,58
AdaRealmPlot317,-20,59
AdaRealmPlot318,-21,59
AdaRealmPlot319,-22,59
AdaRealmPlot320,-23,59
AdaRealmPlot321,-23,58
AdaRealmPlot322,-24,59
AdaRealmPlot323,-24,60
AdaRealmPlot324,-24,61
AdaRealmPlot325,-24,62
AdaRealmPlot326,-25,62
AdaRealmPlot327,-25,63
AdaRealmPlot328,-25,64
AdaRealmPlot329,-26,64
AdaRealmPlot330,-25,65
AdaRealmPlot331,-25,66
AdaRealmPlot332,-24,66
AdaRealmPlot333,-24,67
AdaRealmPlot334,-23,67
AdaRealmPlot335,-19,67
AdaRealmPlot336,-19,66
AdaRealmPlot337,-18,66
AdaRealmPlot338,-17,65
AdaRealmPlot339,-17,64
AdaRealmPlot340,-17,62
AdaRealmPlot341,-17,61
AdaRealmPlot342,-16,60
AdaRealmPlot343,-18,59
AdaRealmPlot344,-19,59
AdaRealmPlot345,-19,60
AdaRealmPlot346,-20,60
AdaRealmPlot347,-21,60
AdaRealmPlot348,-22,60
AdaRealmPlot349,-22,61
AdaRealmPlot350,-23,61
AdaRealmPlot351,-18,60
AdaRealmPlot352,-18,64
AdaRealmPlot353,-18,65
AdaRealmPlot354,-18,63
AdaRealmPlot355,-18,62
AdaRealmPlot356,-18,61
AdaRealmPlot357,-19,61
AdaRealmPlot358,-20,61
AdaRealmPlot359,-21,61
AdaRealmPlot360,-23,60
AdaRealmPlot361,-19,62
AdaRealmPlot362,-19,63
AdaRealmPlot363,-19,64
AdaRealmPlot364,-19,65
AdaRealmPlot365,-20,63
AdaRealmPlot366,-20,62
AdaRealmPlot367,-21,62
AdaRealmPlot368,-22,62
AdaRealmPlot369,-23,62
AdaRealmPlot370,-23,63
AdaRealmPlot371,-24,63
AdaRealmPlot372,-24,64
AdaRealmPlot373,-24,65
AdaRealmPlot374,-23,66
AdaRealmPlot375,-21,66
AdaRealmPlot376,-20,66
AdaRealmPlot377,-20,64
AdaRealmPlot378,-21,63
AdaRealmPlot379,-22,63
AdaRealmPlot380,-23,64
AdaRealmPlot381,-23,65
AdaRealmPlot382,-22,65
AdaRealmPlot383,-21,65
AdaRealmPlot384,-21,64
AdaRealmPlot385,-22,64
AdaRealmPlot386,-22,66
AdaRealmPlot387,-20,65
AdaRealmPlot388,-18,74
AdaRealmPlot389,-17,74
AdaRealmPlot390,-17,73
AdaRealmPlot391,-16,73
AdaRealmPlot392,-13,57
AdaRealmPlot393,-13,56
AdaRealmPlot394,-14,56
AdaRealmPlot395,-15,55
AdaRealmPlot396,-16,54
AdaRealmPlot397,-17,54
AdaRealmPlot398,-17,53
AdaRealmPlot399,-18,53
AdaRealmPlot400,-18,52
AdaRealmPlot401,-19,52
AdaRealmPlot402,-19,51
AdaRealmPlot403,-20,51
AdaRealmPlot404,-20,49
AdaRealmPlot405,-21,49
AdaRealmPlot406,-21,48
AdaRealmPlot407,-21,47
AdaRealmPlot408,-22,46
AdaRealmPlot409,-22,45
AdaRealmPlot410,-22,44
AdaRealmPlot411,-22,43
AdaRealmPlot412,-22,42
AdaRealmPlot413,-22,41
AdaRealmPlot414,-22,40
AdaRealmPlot415,-23,40
AdaRealmPlot416,-23,39
AdaRealmPlot417,-23,38
AdaRealmPlot418,-23,37
AdaRealmPlot419,-24,36
AdaRealmPlot420,-24,35
AdaRealmPlot421,-24,34
AdaRealmPlot422,-24,32
AdaRealmPlot423,-24,31
AdaRealmPlot424,-25,30
AdaRealmPlot425,-25,28
AdaRealmPlot426,-25,27
AdaRealmPlot427,-25,26
AdaRealmPlot428,-25,25
AdaRealmPlot429,-25,22
AdaRealmPlot430,-25,20
AdaRealmPlot431,-25,18
AdaRealmPlot432,-25,16
AdaRealmPlot433,-25,15
AdaRealmPlot434,-25,13
AdaRealmPlot435,-24,12
AdaRealmPlot436,-24,10
AdaRealmPlot437,-23,9
AdaRealmPlot438,-22,8
AdaRealmPlot439,-22,9
AdaRealmPlot440,-23,10
AdaRealmPlot441,-23,11
AdaRealmPlot442,-24,13
AdaRealmPlot443,-25,14
AdaRealmPlot444,-26,17
AdaRealmPlot445,-26,18
AdaRealmPlot446,-27,20
AdaRealmPlot447,-26,23
AdaRealmPlot448,-26,24
AdaRealmPlot449,-26,25
AdaRealmPlot450,-26,26
AdaRealmPlot451,-25,29
AdaRealmPlot452,-25,31
AdaRealmPlot453,-25,32
AdaRealmPlot454,-25,33
AdaRealmPlot455,-24,33
AdaRealmPlot456,-24,37
AdaRealmPlot457,-24,38
AdaRealmPlot458,-24,39
AdaRealmPlot459,-23,41
AdaRealmPlot460,-23,42
AdaRealmPlot461,-23,43
AdaRealmPlot462,-23,44
AdaRealmPlot463,-22,47
AdaRealmPlot464,-21,50
AdaRealmPlot465,-20,50
AdaRealmPlot466,-20,52
AdaRealmPlot467,-20,53
AdaRealmPlot468,-19,53
AdaRealmPlot469,-18,54
AdaRealmPlot470,-14,57
AdaRealmPlot471,-20,55
AdaRealmPlot472,-21,55
AdaRealmPlot473,-22,55
AdaRealmPlot474,-23,55
AdaRealmPlot475,-24,55
AdaRealmPlot476,-25,55
AdaRealmPlot477,-26,55
AdaRealmPlot478,-27,55
AdaRealmPlot479,-28,55
AdaRealmPlot480,-30,56
AdaRealmPlot481,-22,54
AdaRealmPlot482,-22,53
AdaRealmPlot483,-23,53
AdaRealmPlot484,-24,53
AdaRealmPlot485,-25,53
AdaRealmPlot486,-26,53
AdaRealmPlot487,-27,53
AdaRealmPlot488,-26,54
AdaRealmPlot489,-24,54
AdaRealmPlot490,-23,54
AdaRealmPlot491,-25,54
AdaRealmPlot492,-27,54
AdaRealmPlot493,-22,52
AdaRealmPlot494,-23,52
AdaRealmPlot495,-24,51
AdaRealmPlot496,-25,51
AdaRealmPlot497,-26,51
AdaRealmPlot498,-27,52
AdaRealmPlot499,-28,52
AdaRealmPlot500,-26,52
AdaRealmPlot501,-25,52
AdaRealmPlot502,-24,52
AdaRealmPlot503,-23,50
AdaRealmPlot504,-23,49
AdaRealmPlot505,-24,47
AdaRealmPlot506,-24,46
AdaRealmPlot507,-25,45
AdaRealmPlot508,-25,44
AdaRealmPlot509,-25,43
AdaRealmPlot510,-25,42
AdaRealmPlot511,-26,42
AdaRealmPlot512,-26,40
AdaRealmPlot513,-26,38
AdaRealmPlot514,-27,36
AdaRealmPlot515,-27,35
AdaRealmPlot516,-27,34
AdaRealmPlot517,-27,31
AdaRealmPlot518,-27,30
AdaRealmPlot519,-27,29
AdaRealmPlot520,-27,28
AdaRealmPlot521,-28,26
AdaRealmPlot522,-28,25
AdaRealmPlot523,-30,77
AdaRealmPlot524,-31,78
AdaRealmPlot525,-30,78
AdaRealmPlot526,-29,78
AdaRealmPlot527,-29,77
AdaRealmPlot528,-29,76
AdaRealmPlot529,-28,76
AdaRealmPlot530,-29,75
AdaRealmPlot531,-27,76
AdaRealmPlot532,-26,76
AdaRealmPlot533,-25,76
AdaRealmPlot534,-24,76
AdaRealmPlot535,-23,76
AdaRealmPlot536,-22,76
AdaRealmPlot537,-21,76
AdaRealmPlot538,-34,65
AdaRealmPlot539,-34,64
AdaRealmPlot540,-34,63
AdaRealmPlot541,-34,62
AdaRealmPlot542,-34,61
AdaRealmPlot543,-34,60
AdaRealmPlot544,-34,59
AdaRealmPlot545,-33,59
AdaRealmPlot546,-33,58
AdaRealmPlot547,-32,57
AdaRealmPlot548,-31,56
AdaRealmPlot549,-30,55
AdaRealmPlot550,-29,55
AdaRealmPlot551,-29,54
AdaRealmPlot552,-28,54
AdaRealmPlot553,-29,52
AdaRealmPlot554,-29,53
AdaRealmPlot555,-30,53
AdaRealmPlot556,-28,53
AdaRealmPlot557,-30,54
AdaRealmPlot558,-31,54
AdaRealmPlot559,-31,55
AdaRealmPlot560,-32,56
AdaRealmPlot561,-33,57
AdaRealmPlot562,-34,58
AdaRealmPlot563,-35,58
AdaRealmPlot564,-34,57
AdaRealmPlot565,-34,56
AdaRealmPlot566,-33,56
AdaRealmPlot567,-32,55
AdaRealmPlot568,-27,51
AdaRealmPlot569,-23,51
AdaRealmPlot570,-24,50
AdaRealmPlot571,-25,50
AdaRealmPlot572,-26,50
AdaRealmPlot573,-27,50
AdaRealmPlot574,-28,51
AdaRealmPlot575,-30,52
AdaRealmPlot576,-31,53
AdaRealmPlot577,-32,54
AdaRealmPlot578,-33,54
AdaRealmPlot579,-33,55
AdaRealmPlot580,-34,55
AdaRealmPlot581,-35,60
AdaRealmPlot582,-35,61
AdaRealmPlot583,-35,62
AdaRealmPlot584,-35,63
AdaRealmPlot585,-35,64
AdaRealmPlot586,-36,58
AdaRealmPlot587,-36,59
AdaRealmPlot588,-37,60
AdaRealmPlot589,-37,61
AdaRealmPlot590,-36,61
AdaRealmPlot591,-36,60
AdaRealmPlot592,-35,59
AdaRealmPlot593,-36,62
AdaRealmPlot594,-36,63
AdaRealmPlot595,-37,63
AdaRealmPlot596,-38,63
AdaRealmPlot597,-38,62
AdaRealmPlot598,-37,62
AdaRealmPlot599,-38,61
AdaRealmPlot600,-38,60
AdaRealmPlot601,-38,59
AdaRealmPlot602,-37,59
AdaRealmPlot603,-37,58
AdaRealmPlot604,-36,57
AdaRealmPlot605,-35,57
AdaRealmPlot606,-35,56
AdaRealmPlot607,-34,54
AdaRealmPlot608,-33,53
AdaRealmPlot609,-32,53
AdaRealmPlot610,-31,52
AdaRealmPlot611,-29,51
AdaRealmPlot612,-25,49
AdaRealmPlot613,-24,49
AdaRealmPlot614,-24,48
AdaRealmPlot615,-25,48
AdaRealmPlot616,-26,48
AdaRealmPlot617,-26,47
AdaRealmPlot618,-25,47
AdaRealmPlot619,-25,41
AdaRealmPlot620,-25,40
AdaRealmPlot621,-26,41
AdaRealmPlot622,-26,39
AdaRealmPlot623,-26,37
AdaRealmPlot624,-26,35
AdaRealmPlot625,-26,34
AdaRealmPlot626,-26,36
AdaRealmPlot627,-27,33
AdaRealmPlot628,-27,32
AdaRealmPlot629,-28,30
AdaRealmPlot630,-28,27
AdaRealmPlot631,-29,26
AdaRealmPlot632,-29,25
AdaRealmPlot633,-29,23
AdaRealmPlot634,-29,21
AdaRealmPlot635,-29,18
AdaRealmPlot636,-29,16
AdaRealmPlot637,-29,15
AdaRealmPlot638,-28,12
AdaRealmPlot639,-26,8
AdaRealmPlot640,-25,5
AdaRealmPlot641,-24,3
AdaRealmPlot642,-24,4
AdaRealmPlot643,-25,6
AdaRealmPlot644,-26,9
AdaRealmPlot645,-27,10
AdaRealmPlot646,-27,12
AdaRealmPlot647,-28,14
AdaRealmPlot648,-29,17
AdaRealmPlot649,-29,19
AdaRealmPlot650,-29,22
AdaRealmPlot651,-29,24
AdaRealmPlot652,-28,23
AdaRealmPlot653,-28,22
AdaRealmPlot654,-28,24
AdaRealmPlot655,-26,20
AdaRealmPlot656,-26,19
AdaRealmPlot657,-25,19
AdaRealmPlot658,-25,21
AdaRealmPlot659,-26,21
AdaRealmPlot660,-26,22
AdaRealmPlot661,-25,23
AdaRealmPlot662,-25,24
AdaRealmPlot663,-27,27
AdaRealmPlot664,-24,30
AdaRealmPlot665,-23,35
AdaRealmPlot666,-23,36
AdaRealmPlot667,-25,46
AdaRealmPlot668,-26,46
AdaRealmPlot669,-27,46
AdaRealmPlot670,-26,45
AdaRealmPlot671,-26,44
AdaRealmPlot672,-26,43
AdaRealmPlot673,-27,43
AdaRealmPlot674,-27,42
AdaRealmPlot675,-27,41
AdaRealmPlot676,-28,41
AdaRealmPlot677,-29,41
AdaRealmPlot678,-27,40
AdaRealmPlot679,-28,40
AdaRealmPlot680,-27,39
AdaRealmPlot681,-28,39
AdaRealmPlot682,-29,39
AdaRealmPlot683,-28,38
AdaRealmPlot684,-29,38
AdaRealmPlot685,-31,37
AdaRealmPlot686,-29,37
AdaRealmPlot687,-28,35
AdaRealmPlot688,-29,35
AdaRealmPlot689,-28,34
AdaRealmPlot690,-29,34
AdaRealmPlot691,-32,33
AdaRealmPlot692,-30,32
AdaRealmPlot693,-29,32
AdaRealmPlot694,-31,32
AdaRealmPlot695,-30,31
AdaRealmPlot696,-29,30
AdaRealmPlot697,-31,30
AdaRealmPlot698,-30,30
AdaRealmPlot699,-29,29
AdaRealmPlot700,-30,29
AdaRealmPlot701,-32,29
AdaRealmPlot702,-28,29
AdaRealmPlot703,-28,28
AdaRealmPlot704,-31,29
AdaRealmPlot705,-31,28
AdaRealmPlot706,-29,27
AdaRealmPlot707,-32,27
AdaRealmPlot708,-31,27
AdaRealmPlot709,-30,26
AdaRealmPlot710,-31,26
AdaRealmPlot711,-30,25
AdaRealmPlot712,-31,25
AdaRealmPlot713,-30,22
AdaRealmPlot714,-33,22
AdaRealmPlot715,-30,21
AdaRealmPlot716,-32,22
AdaRealmPlot717,-28,21
AdaRealmPlot718,-31,21
AdaRealmPlot719,-30,20
AdaRealmPlot720,-28,20
AdaRealmPlot721,-29,20
AdaRealmPlot722,-31,20
AdaRealmPlot723,-28,19
AdaRealmPlot724,-30,19
AdaRealmPlot725,-31,18
AdaRealmPlot726,-28,18
AdaRealmPlot727,-30,18
AdaRealmPlot728,-28,17
AdaRealmPlot729,-27,17
AdaRealmPlot730,-30,17
AdaRealmPlot731,-28,16
AdaRealmPlot732,-27,16
AdaRealmPlot733,-30,16
AdaRealmPlot734,-27,15
AdaRealmPlot735,-28,15
AdaRealmPlot736,-30,15
AdaRealmPlot737,-29,14
AdaRealmPlot738,-27,14
AdaRealmPlot739,-29,13
AdaRealmPlot740,-28,13
AdaRealmPlot741,-27,13
AdaRealmPlot742,-26,12
AdaRealmPlot743,-26,11
AdaRealmPlot744,-27,11
AdaRealmPlot745,-28,11
AdaRealmPlot746,-29,11
AdaRealmPlot747,-26,10
AdaRealmPlot748,-24,11
AdaRealmPlot749,-24,8
AdaRealmPlot750,-25,8
AdaRealmPlot751,-25,7
AdaRealmPlot752,-26,7
AdaRealmPlot753,-27,9
AdaRealmPlot754,-25,9
AdaRealmPlot755,-24,7
AdaRealmPlot756,-24,6
AdaRealmPlot757,-23,6
AdaRealmPlot758,-23,5
AdaRealmPlot759,-23,4
AdaRealmPlot760,-22,4
AdaRealmPlot761,-22,3
AdaRealmPlot762,-22,5
AdaRealmPlot763,-24,5
AdaRealmPlot764,-25,4
AdaRealmPlot765,-23,3
AdaRealmPlot766,-26,4
AdaRealmPlot767,-27,4
AdaRealmPlot768,-27,5
AdaRealmPlot769,-27,6
AdaRealmPlot770,-27,7
AdaRealmPlot771,-26,6
AdaRealmPlot772,-26,5
AdaRealmPlot773,-27,8
AdaRealmPlot774,-27,49
AdaRealmPlot775,-26,49
AdaRealmPlot776,-27,48
AdaRealmPlot777,-27,47
AdaRealmPlot778,-27,45
AdaRealmPlot779,-27,44
AdaRealmPlot780,-28,42
AdaRealmPlot781,-29,40
AdaRealmPlot782,-28,37
AdaRealmPlot783,-27,38
AdaRealmPlot784,-27,37
AdaRealmPlot785,-28,36
AdaRealmPlot786,-30,36
AdaRealmPlot787,-30,35
AdaRealmPlot788,-31,36
AdaRealmPlot789,-32,36
AdaRealmPlot790,-32,37
AdaRealmPlot791,-30,37
AdaRealmPlot792,-29,36
AdaRealmPlot793,-31,38
AdaRealmPlot794,-32,38
AdaRealmPlot795,-33,38
AdaRealmPlot796,-34,38
AdaRealmPlot797,-30,38
AdaRealmPlot798,-30,39
AdaRealmPlot799,-32,39
AdaRealmPlot800,-33,39
AdaRealmPlot801,-34,39
AdaRealmPlot802,-31,39
AdaRealmPlot803,-35,39
AdaRealmPlot804,-36,40
AdaRealmPlot805,-35,40
AdaRealmPlot806,-33,40
AdaRealmPlot807,-32,40
AdaRealmPlot808,-31,40
AdaRealmPlot809,-30,40
AdaRealmPlot810,-34,40
AdaRealmPlot811,-36,41
AdaRealmPlot812,-35,41
AdaRealmPlot813,-34,41
AdaRealmPlot814,-33,41
AdaRealmPlot815,-32,41
AdaRealmPlot816,-31,41
AdaRealmPlot817,-30,41
AdaRealmPlot818,-29,42
AdaRealmPlot819,-28,43
AdaRealmPlot820,-28,44
AdaRealmPlot821,-28,45
AdaRealmPlot822,-28,46
AdaRealmPlot823,-28,47
AdaRealmPlot824,-28,48
AdaRealmPlot825,-28,49
AdaRealmPlot826,-28,50
AdaRealmPlot827,-29,50
AdaRealmPlot828,-30,51
AdaRealmPlot829,-31,51
AdaRealmPlot830,-32,52
AdaRealmPlot831,-35,54
AdaRealmPlot832,-35,55
AdaRealmPlot833,-36,55
AdaRealmPlot834,-36,56
AdaRealmPlot835,-37,57
AdaRealmPlot836,-38,58
AdaRealmPlot837,-37,56
AdaRealmPlot838,-34,53
AdaRealmPlot839,-33,52
AdaRealmPlot840,-32,51
AdaRealmPlot841,-31,50
AdaRealmPlot842,-30,50
AdaRealmPlot843,-29,49
AdaRealmPlot844,-29,48
AdaRealmPlot845,-29,47
AdaRealmPlot846,-29,46
AdaRealmPlot847,-29,45
AdaRealmPlot848,-29,44
AdaRealmPlot849,-29,43
AdaRealmPlot850,-30,43
AdaRealmPlot851,-30,42
AdaRealmPlot852,-31,42
AdaRealmPlot853,-32,42
AdaRealmPlot854,-33,42
AdaRealmPlot855,-34,42
AdaRealmPlot856,-35,42
AdaRealmPlot857,-36,42
AdaRealmPlot858,-36,43
AdaRealmPlot859,-35,43
AdaRealmPlot860,-34,43
AdaRealmPlot861,-33,43
AdaRealmPlot862,-32,43
AdaRealmPlot863,-31,43
AdaRealmPlot864,-31,44
AdaRealmPlot865,-32,44
AdaRealmPlot866,-33,44
AdaRealmPlot867,-34,44
AdaRealmPlot868,-35,44
AdaRealmPlot869,-36,44
AdaRealmPlot870,-37,44
AdaRealmPlot871,-37,45
AdaRealmPlot872,-36,45
AdaRealmPlot873,-35,45
AdaRealmPlot874,-34,45
